input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(34.37),exhaust_ws_(45.57),case_agr_(26.71),case_mt_(44.24),merge_cond_(56.59),case_(64.68),LB_DP_(100.00),LB_V_(34.93),LB_v_(1.41),LB_DP2_(0.00),LB_T_(31.40),LB_C_(17.35),cl_mt_(23.79),cl_(5.27),cl_agr_(22.05),wh_(5.27),wh_agr_(14.33),wh_mt_(36.69)
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,5.068455425348639e-60,5.068455425348639e-60,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,5.068455425348639e-60,5.068455425348639e-60,-136.53206945828745,-136.53206945828745,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,5.068455425348639e-60,5.068455425348639e-60,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.2784497026944783e-71,1.2784497026944783e-71,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.9044368420234132e-35,1.9044368420234132e-35,-79.94629191090252,-79.94629191090252,rMerge,[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0.9999999999999964,0.9999999999999964,-33.40442946260458,-31.40442946260458,Label,[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,3.5367764902486514e-15,3.5367764902486384e-15,-66.67999014118891,-64.67999014118891,Label,[DP2 [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.0087379659693217e-25,1.3651783833598224e-26,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6301779637100827e-45,2.2062059644478776e-46,-136.53206945828745,-136.53206945828745,iMerge,[.. [T case] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6301779637100827e-45,2.2062059644478776e-46,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6301779637100827e-45,2.2062059644478776e-46,-136.53206945828745,-136.53206945828745,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6301779637100827e-45,2.2062059644478776e-46,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,4.111904630000546e-57,5.56485777743061e-58,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,6.125280213805248e-21,8.289665326389499e-22,-79.94629191090252,-79.94629191090252,rMerge,[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0.9999862867380235,0.9999862867380235,-34.374579229186196,-34.374579229186196,xMerge,[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6160347519845158e-20,1.6160347519845158e-20,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6160347519845158e-20,1.6160347519845158e-20,-79.94629191090252,-79.94629191090252,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6160347519845158e-20,1.6160347519845158e-20,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,4.07623028089753e-32,4.07623028089753e-32,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.3713261976482956e-05,1.3713261976482956e-05,-45.57171268171633,-45.57171268171633,rMerge,[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0.9999992129560626,0.9999992129560625,-19.349448488601684,-17.349448488601684,Label,[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,7.87043937454673e-07,7.870439374546758e-07,-33.40442946260458,-31.40442946260458,Label,[T [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.2830216833102291e-51,1.7363810290950544e-52,-136.53206945828745,-136.53206945828745,iMerge,[.. [C] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.2830216833102291e-51,1.7363810290950544e-52,-136.53206945828745,-136.53206945828745,iMerge,[.. [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.2830216833102291e-51,1.7363810290950544e-52,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.2830216833102291e-51,1.7363810290950544e-52,-136.53206945828745,-136.53206945828745,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.2830216833102291e-51,1.7363810290950544e-52,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,3.2362496104337414e-63,4.379787576524279e-64,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,4.820864657486501e-27,6.524330838663114e-28,-79.94629191090252,-79.94629191090252,rMerge,[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.178446641474411e-15,1.178446641474411e-15,-79.94629191090252,-79.94629191090252,iMerge,[.. [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.178446641474411e-15,1.178446641474411e-15,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.178446641474411e-15,1.178446641474411e-15,-79.94629191090252,-79.94629191090252,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.178446641474411e-15,1.178446641474411e-15,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.972473134319091e-27,2.972473134319091e-27,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0.9999999999999953,0.9999999999999953,-45.57171268171633,-45.57171268171633,rMerge,[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,5.214875427538791e-05,5.214875427538791e-05,-44.235923629855684,-44.235923629855684,mtAgree,[DP],0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],1,0.9999341386988777,0.9999341386988777,-34.374579229186196,-34.374579229186196,xMerge,[.. [V] [DP case_agr]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [v] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [T case] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,1.3712546846953831e-05,1.3712546846953831e-05,-45.57171268171633,-45.57171268171633,rMerge,[DP case_agr],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],1,0.9999999888602785,0.9999999888602785,-61.63349390748198,-61.63349390748198,Label,[V [V] [DP case_agr]],0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,2.9447548481765523e-18,2.1758958770774557e-17,-102.0,-100.0,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,1.8344474677909732e-13,1.8344474677909732e-13,-90.96035677657113,-90.96035677657113,xMerge,[.. [v] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,1.8344474677909732e-13,1.8344474677909732e-13,-90.96035677657113,-90.96035677657113,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,1.8344474677909732e-13,1.8344474677909732e-13,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,2.9645715125860093e-33,2.9645715125860093e-33,-136.53206945828745,-136.53206945828745,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,2.9645715125860093e-33,2.9645715125860093e-33,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,1.1139171079902548e-08,1.1139171079902548e-08,-79.94629191090252,-79.94629191090252,rMerge,[.. [V] [DP case_agr]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],1,0.999986280331289,0.999986280331289,-61.08040319937328,-61.08040319937328,xMerge,[.. [v] [V [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],0,2.6613567727634916e-25,2.6613567727634916e-25,-117.66618074675822,-117.66618074675822,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],0,2.6613567727634916e-25,2.6613567727634916e-25,-117.66618074675822,-117.66618074675822,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],0,6.406822291489307e-09,6.406822291489307e-09,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],0,1.3713261888624428e-05,1.3713261888624428e-05,-72.27753665190342,-72.27753665190342,rMerge,[V [V] [DP case_agr]],0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],1,0.9988988236098,0.9988988236098,-54.82321946562128,-54.82321946562128,Label,[v [v] [V [V] [DP case_agr]]],0,0,2,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,0.0011011763901999636,0.0011011763901999636,-61.63349390748198,-61.63349390748198,Label,[V [v] [V [V] [DP case_agr]]],0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,5.0953050615134055e-28,5.0953050615134055e-28,-117.66618074675822,-117.66618074675822,xMerge,[.. [T case] [.. [v] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,5.0953050615134055e-28,5.0953050615134055e-28,-117.66618074675822,-117.66618074675822,xMerge,[.. [C] [.. [v] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,8.234302970522094e-48,8.234302970522094e-48,-163.23789342847454,-163.23789342847454,iMerge,[.. [v] [.. [v] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,8.234302970522094e-48,8.234302970522094e-48,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [v] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,3.264516193084909e-36,3.264516193084909e-36,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP case_agr] [.. [v] [V [V] [DP case_agr]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,3.093982018075344e-23,3.093982018075344e-23,-106.6521158810896,-106.6521158810896,rMerge,[.. [v] [V [V] [DP case_agr]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],0,0.00039353959163266223,0.00039353959163266223,-87.78622716956036,-87.78622716956036,xMerge,[.. [T case] [v [v] [V [V] [DP case_agr]]]],1,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],0,1.047363627024147e-28,1.047363627024147e-28,-144.3720047169453,-144.3720047169453,xMerge,[.. [C] [v [v] [V [V] [DP case_agr]]]],1,0,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],0,2.521372820655535e-12,2.521372820655535e-12,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [v [v] [V [V] [DP case_agr]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],1,0.9996064550090604,0.9996064550090604,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],0,5.396785525710524e-09,5.396785525710524e-09,-98.9833606220905,-98.9833606220905,rMerge,[v [v] [V [V] [DP case_agr]]],0,1,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,8.188277548743676e-33,6.050364216128137e-32,-102.0,-100.0,Label,[DP case_agr [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1.0,1.0,-28.117395495434195,-28.117395495434195,Label,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,5.100922076472267e-28,5.100922076472267e-28,-90.96035677657113,-90.96035677657113,xMerge,[.. [T case] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,5.100922076472267e-28,5.100922076472267e-28,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,8.243380386379013e-48,8.243380386379013e-48,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP case_agr] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,5.2447086876858616e-71,5.2447086876858616e-71,-189.94371739866162,-189.94371739866162,iMerge,[.. [v [v] [V [V] [DP case_agr]]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.0792818165977704e-59,2.0792818165977704e-59,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
