input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(24.64),exhaust_ws_(34.28),case_agr_(21.23),case_mt_(45.34),merge_cond_(36.72),case_(51.44),LB_DP_(78.64),LB_V_(28.97),LB_v_(0.00),LB_DP2_(0.00),LB_T_(20.67),LB_C_(0.00)
acc_[DP case_agr],0,1.0213547894391443e-09,1.0213547894391443e-09,-45.33972818212648,-45.33972818212648,mtAgree,[DP],0,0,0,1,0,0,0,0,0,0.0,0,0
acc_[DP case_agr],1,0.9999348585276142,0.9999348585276142,-24.63765745970032,-24.63765745970032,xMerge,[.. [V] [DP case_agr]],1,0,0,0,0,0,0,0,0,0.0,0,0
acc_[DP case_agr],0,1.123702450463856e-16,1.123702450463856e-16,-61.3623248113715,-61.3623248113715,xMerge,[.. [v case] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0
acc_[DP case_agr],0,1.123702450463856e-16,1.123702450463856e-16,-61.3623248113715,-61.3623248113715,xMerge,[.. [DP2 case_agr] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0
acc_[DP case_agr],0,1.123702450463856e-16,1.123702450463856e-16,-61.3623248113715,-61.3623248113715,xMerge,[.. [T case] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0
acc_[DP case_agr],0,1.123702450463856e-16,1.123702450463856e-16,-61.3623248113715,-61.3623248113715,xMerge,[.. [C] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0
acc_[DP case_agr],0,6.514045103036515e-05,6.514045103036515e-05,-34.276557150230865,-34.276557150230865,rMerge,[DP case_agr],0,1,0,0,0,0,0,0,0,0.0,0,0
acc_[.. [V] [DP case_agr]],1,0.999779417159204,0.999779417159204,-50.19818908002883,-50.19818908002883,Label,[V [V] [DP case_agr]],0,0,1,0,0,0,0,1,0,0.0,0,0
acc_[.. [V] [DP case_agr]],0,4.4607941134315986e-13,4.4607941134315986e-13,-78.6362478792572,-78.6362478792572,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,1,0,0,0.0,0,0
acc_[.. [V] [DP case_agr]],0,1.4170384943852954e-05,1.4170384943852954e-05,-61.3623248113715,-61.3623248113715,xMerge,[.. [v case] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0
acc_[.. [V] [DP case_agr]],0,1.4170384943852954e-05,1.4170384943852954e-05,-61.3623248113715,-61.3623248113715,xMerge,[.. [DP2 case_agr] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0
acc_[.. [V] [DP case_agr]],0,1.4170384943852954e-05,1.4170384943852954e-05,-61.3623248113715,-61.3623248113715,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0
acc_[.. [V] [DP case_agr]],0,1.4170384943852954e-05,1.4170384943852954e-05,-61.3623248113715,-61.3623248113715,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0
acc_[.. [V] [DP case_agr]],0,1.8418829138627864e-20,1.8418829138627864e-20,-95.63888196160237,-95.63888196160237,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0
acc_[.. [V] [DP case_agr]],0,1.8418829138627864e-20,1.8418829138627864e-20,-95.63888196160237,-95.63888196160237,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0
acc_[.. [V] [DP case_agr]],0,0.0001639013005745025,0.0001639013005745025,-58.914214609931186,-58.914214609931186,rMerge,[.. [V] [DP case_agr]],1,1,0,0,0,0,0,0,0,0.0,0,0
acc_[V [V] [DP case_agr]],1,0.9999327063976502,0.9999327063976502,-45.865768958351154,-45.865768958351154,xMerge,[.. [v case] [V [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0.0,0,0
acc_[V [V] [DP case_agr]],0,1.1237000319525888e-16,1.1237000319525888e-16,-82.59043631002234,-82.59043631002234,xMerge,[.. [DP2 case_agr] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0
acc_[V [V] [DP case_agr]],0,1.1237000319525888e-16,1.1237000319525888e-16,-82.59043631002234,-82.59043631002234,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0
acc_[V [V] [DP case_agr]],0,1.1237000319525888e-16,1.1237000319525888e-16,-82.59043631002234,-82.59043631002234,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0
acc_[V [V] [DP case_agr]],0,2.1532915190016547e-06,2.1532915190016547e-06,-58.914214609931186,-58.914214609931186,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],1,1,0,0,0,0,0,0,0,0.0,0,0
acc_[V [V] [DP case_agr]],0,6.514031083051533e-05,6.514031083051533e-05,-55.504668648881704,-55.504668648881704,rMerge,[V [V] [DP case_agr]],0,1,1,0,0,0,0,0,0,0.0,0,0
acc_[.. [v case] [V [V] [DP case_agr]]],1,1.0,1.0,-42.45622299730167,-42.45622299730167,Label,[v case [v case] [V [V] [DP case_agr]]],0,0,2,0,0,0,0,0,1,0.0,0,0
acc_[.. [v case] [V [V] [DP case_agr]]],0,1.9759016238390124e-26,1.9759016238390124e-26,-101.6424106025671,-101.6424106025671,Label,[V [v case] [V [V] [DP case_agr]]],0,0,1,0,0,1,0,1,0,0.0,0,0
acc_[.. [v case] [V [V] [DP case_agr]]],0,3.714775929111744e-18,3.714775929111744e-18,-82.59043631002234,-82.59043631002234,xMerge,[.. [DP2 case_agr] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0
acc_[.. [v case] [V [V] [DP case_agr]]],0,3.714775929111744e-18,3.714775929111744e-18,-82.59043631002234,-82.59043631002234,xMerge,[.. [T case] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0
acc_[.. [v case] [V [V] [DP case_agr]]],0,3.714775929111744e-18,3.714775929111744e-18,-82.59043631002234,-82.59043631002234,xMerge,[.. [C] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0
acc_[.. [v case] [V [V] [DP case_agr]]],0,4.828508427802264e-33,4.828508427802264e-33,-116.86699346025321,-116.86699346025321,iMerge,[.. [v case] [.. [v case] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
acc_[.. [v case] [V [V] [DP case_agr]]],0,4.828508427802264e-33,4.828508427802264e-33,-116.86699346025321,-116.86699346025321,iMerge,[.. [V [V] [DP case_agr]] [.. [v case] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
acc_[.. [v case] [V [V] [DP case_agr]]],0,7.999533820595773e-24,7.999533820595773e-24,-95.63888196160237,-95.63888196160237,iMerge,[.. [DP case_agr] [.. [v case] [V [V] [DP case_agr]]]],1,1,0,0,1,0,0,0,0,0.0,0,0
acc_[.. [v case] [V [V] [DP case_agr]]],0,4.2966836013046344e-17,4.2966836013046344e-17,-80.14232610858203,-80.14232610858203,rMerge,[.. [v case] [V [V] [DP case_agr]]],1,1,1,0,0,0,0,0,0,0.0,0,0
acc_[v case [v case] [V [V] [DP case_agr]]],0,0.00028021703718842734,0.00028021703718842734,-67.093880457002,-67.093880457002,xMerge,[.. [DP2 case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,0,2,0,0,0,0,0,0,0.0,0,0
acc_[v case [v case] [V [V] [DP case_agr]]],0,3.1490108447065786e-20,3.1490108447065786e-20,-103.81854780867317,-103.81854780867317,xMerge,[.. [T case] [v case [v case] [V [V] [DP case_agr]]]],1,0,2,0,1,0,0,0,0,0.0,0,0
acc_[v case [v case] [V [V] [DP case_agr]]],0,3.1490108447065786e-20,3.1490108447065786e-20,-103.81854780867317,-103.81854780867317,xMerge,[.. [C] [v case [v case] [V [V] [DP case_agr]]]],1,0,2,0,1,0,0,0,0,0.0,0,0
acc_[v case [v case] [V [V] [DP case_agr]]],0,6.034295766075905e-10,6.034295766075905e-10,-80.14232610858203,-80.14232610858203,iMerge,[.. [V [V] [DP case_agr]] [v case [v case] [V [V] [DP case_agr]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
acc_[v case [v case] [V [V] [DP case_agr]]],1,0.9997197641047287,0.9997197641047287,-58.914214609931186,-58.914214609931186,iMerge,[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
acc_[v case [v case] [V [V] [DP case_agr]]],0,1.82546533238423e-08,1.82546533238423e-08,-76.73278014753254,-76.73278014753254,rMerge,[v case [v case] [V [V] [DP case_agr]]],0,1,2,0,0,0,0,0,0,0.0,0,0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,0.9999999993964013,0.9999999993964013,0.0,0.0,Agree,[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,0,0.0,0,0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,3.2119585724597094e-57,3.2119585724597094e-57,-130.08046940179548,-130.08046940179548,Label,[DP case_agr [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,1,1,0,0,0.0,0,0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,6.03598726272805e-10,6.03598726272805e-10,-21.228111498650836,-21.228111498650836,Label,[v case [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,1,0,0,0,0,0,1,0.0,0,0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,2.2422340192007327e-27,2.2422340192007327e-27,-61.3623248113715,-61.3623248113715,xMerge,[.. [DP2 case_agr] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,2.2422340192007327e-27,2.2422340192007327e-27,-61.3623248113715,-61.3623248113715,xMerge,[.. [T case] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0
