input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(45.87),exhaust_ws_(54.19),case_agr_(30.62),case_mt_(59.20),merge_cond_(62.43),case_(72.84),LB_DP_(100.00),LB_V_(61.96),LB_v_(25.67),LB_DP2_(10.82),LB_T_(45.35),LB_C_(0.00),foc_(20.01),wh_(6.78)
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,1.3363488228907752e-62,1.3363488228907752e-62,-202.51224674621983,-202.51224674621983,iMerge,"[.. [DP] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,6.717530782947928e-76,6.717530782947928e-76,-233.13365854015206,-233.13365854015206,iMerge,"[.. [V [V] [DP case_agr]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,1.7269556559798592e-35,1.7269556559798592e-35,-140.08603024946694,-140.08603024946694,rMerge,"[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,4.131289398808565e-18,4.131289398808565e-18,-140.08603024946694,-140.08603024946694,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,2.032556641483334e-09,2.032556641483334e-09,-120.07205954392957,-120.07205954392957,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0.999999298531201,0.999999298531201,-100.05808883839221,-100.05808883839221,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,8.397085595731587e-27,8.397085595731587e-27,-160.1000009550043,-160.1000009550043,iMerge,"[.. [DP] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,3.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,4.221029719946557e-40,4.221029719946557e-40,-190.72141274893653,-190.72141274893653,iMerge,"[.. [V [V] [DP case_agr]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,3.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,6.994362425137918e-07,6.994362425137918e-07,-114.23107933114652,-114.23107933114652,rMerge,"[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,3.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0.003472183908661089,0.003472183908661089,-25.673463994110527,-25.673463994110527,Label,"[v foc [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0.9965278160913389,0.9965278160913389,-20.013970705537364,-20.013970705537364,Label,"[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,0,1,1.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.3317087740247202e-62,1.3317087740247202e-62,-162.4843053351451,-162.4843053351451,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.3317087740247202e-62,1.3317087740247202e-62,-162.4843053351451,-162.4843053351451,iMerge,"[.. [DP] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,6.694206280723517e-76,6.694206280723517e-76,-193.10571712907733,-193.10571712907733,iMerge,"[.. [V [V] [DP case_agr]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.1182480408233613e-88,1.1182480408233613e-88,-222.5262174517572,-222.5262174517572,iMerge,"[.. [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,3.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,5.5016781996843554e-80,5.5016781996843554e-80,-202.51224674621983,-202.51224674621983,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,2.7067754118840713e-71,2.7067754118840713e-71,-182.49827604068247,-182.49827604068247,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.7209593483572058e-35,1.7209593483572058e-35,-100.05808883839221,-100.05808883839221,rMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,5.906598983112748e-12,5.906598983112748e-12,-100.05808883839221,-100.05808883839221,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.2005505413191986e-20,1.2005505413191986e-20,-120.07205954392957,-120.07205954392957,iMerge,"[.. [DP] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,6.0349027736269365e-34,6.0349027736269365e-34,-150.69347133786178,-150.69347133786178,iMerge,"[.. [V [V] [DP case_agr]] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,2.4401886879109428e-29,2.4401886879109428e-29,-140.08603024946694,-140.08603024946694,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.2005505413191986e-20,1.2005505413191986e-20,-120.07205954392957,-120.07205954392957,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0.9999999999940934,0.9999999999940934,-74.20313792007178,-74.20313792007178,rMerge,"[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[DP foc],1,0.9997565232486674,0.9997565232486674,-45.86892162385779,-45.86892162385779,xMerge,[.. [V wh] [DP foc]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[DP foc],0,7.736292755372829e-28,7.736292755372829e-28,-108.29513812061069,-108.29513812061069,xMerge,[.. [v] [DP foc]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[DP foc],0,7.736292755372829e-28,7.736292755372829e-28,-108.29513812061069,-108.29513812061069,xMerge,[.. [DP2 case_agr] [DP foc]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[DP foc],0,7.736292755372829e-28,7.736292755372829e-28,-108.29513812061069,-108.29513812061069,xMerge,[.. [T case] [DP foc]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[DP foc],0,7.736292755372829e-28,7.736292755372829e-28,-108.29513812061069,-108.29513812061069,xMerge,[.. [C] [DP foc]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[DP foc],0,0.00024347675133263005,0.00024347675133263005,-54.18916721453442,-54.18916721453442,rMerge,[DP foc],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[.. [V wh] [DP foc]],1,0.9999999860126335,0.9999999860126335,-81.97071869788198,-81.97071869788198,Label,[V wh [V wh] [DP foc]],0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0
remnant_[.. [V wh] [DP foc]],0,1.6785209793325423e-11,1.6785209793325423e-11,-106.78124167061164,-106.78124167061164,Label,[DP foc [V wh] [DP foc]],0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,1.0
remnant_[.. [V wh] [DP foc]],0,3.693600321349973e-12,3.693600321349973e-12,-108.29513812061069,-108.29513812061069,xMerge,[.. [v] [.. [V wh] [DP foc]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[.. [V wh] [DP foc]],0,3.693600321349973e-12,3.693600321349973e-12,-108.29513812061069,-108.29513812061069,xMerge,[.. [DP2 case_agr] [.. [V wh] [DP foc]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[.. [V wh] [DP foc]],0,3.693600321349973e-12,3.693600321349973e-12,-108.29513812061069,-108.29513812061069,xMerge,[.. [T case] [.. [V wh] [DP foc]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[.. [V wh] [DP foc]],0,3.693600321349973e-12,3.693600321349973e-12,-108.29513812061069,-108.29513812061069,xMerge,[.. [C] [.. [V wh] [DP foc]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[.. [V wh] [DP foc]],0,1.0799250100009635e-35,1.0799250100009635e-35,-162.4843053351451,-162.4843053351451,iMerge,[.. [V wh] [.. [V wh] [DP foc]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[.. [V wh] [DP foc]],0,1.0799250100009635e-35,1.0799250100009635e-35,-162.4843053351451,-162.4843053351451,iMerge,[.. [DP foc] [.. [V wh] [DP foc]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[.. [V wh] [DP foc]],0,1.3955806838075305e-08,1.3955806838075305e-08,-100.05808883839221,-100.05808883839221,rMerge,[.. [V wh] [DP foc]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[V wh [V wh] [DP foc]],1,0.9997565232486658,0.9997565232486658,-65.88289232939515,-65.88289232939515,xMerge,[.. [v] [V wh [V wh] [DP foc]]],1,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[V wh [V wh] [DP foc]],0,7.736292755372816e-28,7.736292755372816e-28,-128.30910882614805,-128.30910882614805,xMerge,[.. [DP2 case_agr] [V wh [V wh] [DP foc]]],1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[V wh [V wh] [DP foc]],0,7.736292755372816e-28,7.736292755372816e-28,-128.30910882614805,-128.30910882614805,xMerge,[.. [T case] [V wh [V wh] [DP foc]]],1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[V wh [V wh] [DP foc]],0,7.736292755372816e-28,7.736292755372816e-28,-128.30910882614805,-128.30910882614805,xMerge,[.. [C] [V wh [V wh] [DP foc]]],1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[V wh [V wh] [DP foc]],0,1.4381195318414e-15,1.4381195318414e-15,-100.05808883839221,-100.05808883839221,iMerge,[.. [DP foc] [V wh [V wh] [DP foc]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[V wh [V wh] [DP foc]],0,0.00024347675133262964,0.00024347675133262964,-74.20313792007178,-74.20313792007178,rMerge,[V wh [V wh] [DP foc]],0,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [v] [V wh [V wh] [DP foc]]],1,0.9999242557004032,0.9999242557004032,-72.48264707579689,-72.48264707579689,Label,[v [v] [V wh [V wh] [DP foc]]],0,0,0,0,0,0,0,0,1,0.0,0,0,2.0,1.0
remnant_[.. [v] [V wh [V wh] [DP foc]]],0,7.574429959684012e-05,7.574429959684012e-05,-81.97071869788198,-81.97071869788198,Label,[V wh [v] [V wh [V wh] [DP foc]]],0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0
remnant_[.. [v] [V wh [V wh] [DP foc]]],0,5.686470900487055e-25,5.686470900487055e-25,-128.30910882614805,-128.30910882614805,xMerge,[.. [DP2 case_agr] [.. [v] [V wh [V wh] [DP foc]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [v] [V wh [V wh] [DP foc]]],0,5.686470900487055e-25,5.686470900487055e-25,-128.30910882614805,-128.30910882614805,xMerge,[.. [T case] [.. [v] [V wh [V wh] [DP foc]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [v] [V wh [V wh] [DP foc]]],0,5.686470900487055e-25,5.686470900487055e-25,-128.30910882614805,-128.30910882614805,xMerge,[.. [C] [.. [v] [V wh [V wh] [DP foc]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [v] [V wh [V wh] [DP foc]]],0,1.662595194337164e-48,1.662595194337164e-48,-182.49827604068247,-182.49827604068247,iMerge,[.. [v] [.. [v] [V wh [V wh] [DP foc]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [v] [V wh [V wh] [DP foc]]],0,1.662595194337164e-48,1.662595194337164e-48,-182.49827604068247,-182.49827604068247,iMerge,[.. [V wh [V wh] [DP foc]] [.. [v] [V wh [V wh] [DP foc]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [v] [V wh [V wh] [DP foc]]],0,8.179816464377443e-40,8.179816464377443e-40,-162.4843053351451,-162.4843053351451,iMerge,[.. [DP foc] [.. [v] [V wh [V wh] [DP foc]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[.. [v] [V wh [V wh] [DP foc]]],0,2.1485619063550562e-21,2.1485619063550562e-21,-120.07205954392957,-120.07205954392957,rMerge,[.. [v] [V wh [V wh] [DP foc]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[v [v] [V wh [V wh] [DP foc]]],1,0.9997558158784996,0.9997558158784996,-92.67810470554416,-92.67810470554416,xMerge,[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[v [v] [V wh [V wh] [DP foc]]],0,7.736287281617393e-28,7.736287281617393e-28,-155.10432120229706,-155.10432120229706,xMerge,[.. [T case] [v [v] [V wh [V wh] [DP foc]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[v [v] [V wh [V wh] [DP foc]]],0,7.736287281617393e-28,7.736287281617393e-28,-155.10432120229706,-155.10432120229706,xMerge,[.. [C] [v [v] [V wh [V wh] [DP foc]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[v [v] [V wh [V wh] [DP foc]]],0,1.2672156139337064e-12,1.2672156139337064e-12,-120.07205954392957,-120.07205954392957,iMerge,[.. [V wh [V wh] [DP foc]] [v [v] [V wh [V wh] [DP foc]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[v [v] [V wh [V wh] [DP foc]]],0,7.075411706440987e-07,7.075411706440987e-07,-106.83933050900384,-106.83933050900384,iMerge,[.. [DP foc] [v [v] [V wh [V wh] [DP foc]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0
remnant_[v [v] [V wh [V wh] [DP foc]]],0,0.0002434765790624993,0.0002434765790624993,-100.99835029622078,-100.99835029622078,rMerge,[v [v] [V wh [V wh] [DP foc]]],0,1,0,0,0,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],1,0.9999999923144022,0.9999999923144022,-84.42014118784111,-84.42014118784111,Label,[DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,0,0,0,0,0,0,0,0,1.0,0,0,3.0,2.0
remnant_[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,7.68559768862874e-09,7.68559768862874e-09,-103.10405886972909,-103.10405886972909,Label,[v [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,0,1,0,0,0,0,0,1,0.0,0,0,2.0,1.0
remnant_[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,2.005629267557144e-31,2.005629267557144e-31,-155.10432120229706,-155.10432120229706,xMerge,[.. [T case] [.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,2.005629267557144e-31,2.005629267557144e-31,-155.10432120229706,-155.10432120229706,xMerge,[.. [C] [.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,5.864005356251729e-55,5.864005356251729e-55,-209.29348841683145,-209.29348841683145,iMerge,[.. [DP2 case_agr] [.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,5.864005356251729e-55,5.864005356251729e-55,-209.29348841683145,-209.29348841683145,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,2.5421854849401673e-43,2.5421854849401673e-43,-182.49827604068247,-182.49827604068247,iMerge,[.. [V wh [V wh] [DP foc]] [.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,1.4194118776878683e-37,1.4194118776878683e-37,-169.26554700575673,-169.26554700575673,iMerge,[.. [DP foc] [.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,1.0
remnant_[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,7.5780193338807775e-28,7.5780193338807775e-28,-146.86727192007857,-146.86727192007857,rMerge,[.. [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,4.6274457409525215e-09,4.6274457409525215e-09,-132.80739197025065,-132.80739197025065,mtAgree,[DP2 [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,0,0,1,0,0,0,0,0,0.0,0,0,3.0,2.0
remnant_[DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,0.0028592786440038696,0.0028592786440038696,-119.47331708169315,-119.47331708169315,xMerge,[.. [T case] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,2.0
remnant_[DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,2.2125603729316352e-30,2.2125603729316352e-30,-181.89953357844607,-181.89953357844607,xMerge,[.. [C] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,3.0,2.0
