input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(32.18),exhaust_ws_(42.85),case_agr_(26.24),case_mt_(41.64),merge_cond_(46.89),case_(46.22),LB_DP_(77.43),LB_V_(33.39),LB_v_(0.00),LB_DP2_(0.00),LB_T_(11.35),LB_C_(0.00),cl_mt_(17.04),cl_(3.75),cl_agr_(10.89),wh_(3.75)
"wolof_[C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0.9999990881376085,0.9994508594598264,-75.0271362940733,-75.0271362940733,iMerge,"[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
"wolof_[C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,3.658140991161983e-18,2.2004270033680676e-15,-115.17671196364013,-108.77671196364012,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0
"wolof_[C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.0596151686164584e-19,3.408718104865491e-07,-118.71834635536648,-89.91834635536648,rMerge,"[C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,1.0,4.0,0.0,4.0
"wolof_[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.584165016230236e-28,4.2937381777990016e-31,-80.63075690399613,-77.43075690399613,Label,"[DP wh,cl [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0
"wolof_[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1.0,1.0,-17.10777674481441,-7.507776744814409,Label,"[C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0.0,1.0
"wolof_[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,3.023810037805672e-46,2.0479883324893932e-50,-121.92017338438232,-121.92017338438232,iMerge,"[.. [DP wh,cl] [.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
"wolof_[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.0906037309741716e-70,1.8577335808022495e-63,-177.55128036363996,-151.95128036363997,iMerge,"[.. [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]] [.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,4.0,0.0,4.0
"wolof_[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.292674586160447e-64,3.3850839465608897e-60,-163.64350361882555,-144.44350361882556,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0
"wolof_[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.514276943137684e-58,6.168157503142e-57,-149.73572687401114,-136.93572687401115,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0
"wolof_[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.7572986523920834e-52,1.1239357009807787e-53,-135.82795012919672,-129.42795012919674,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0
"wolof_[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.1061533535380732e-63,4.508924862827177e-65,-162.06974905394912,-155.66974905394915,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0
"wolof_[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,7.0136122548323e-26,4.750230962565605e-30,-75.0271362940733,-75.0271362940733,rMerge,"[.. [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
"wolof_[C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.1620575696979458e-08,1.9308252291784573e-11,-75.0271362940733,-75.0271362940733,iMerge,"[.. [DP wh,cl] [C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
"wolof_[C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,8.810804330933664e-27,3.1914271107990753e-21,-116.75046652851651,-97.55046652851652,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0
"wolof_[C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,9.662427591550591e-21,5.8152841672377164e-18,-102.84268978370213,-90.04268978370212,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0
"wolof_[C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.0596365945181232e-14,1.0596366068112511e-14,-88.93491303888771,-82.53491303888771,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0
"wolof_[C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,4.250974306105726e-26,4.250974355422416e-26,-115.17671196364013,-108.77671196364012,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0
"wolof_[C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,0.9999999883794137,0.9999999999806812,-56.7566477625739,-50.35664776257389,rMerge,"[C [DP wh,cl] [C [C cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0
