input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(32.18),exhaust_ws_(42.85),case_agr_(26.24),case_mt_(41.64),merge_cond_(46.89),case_(46.22),LB_DP_(77.43),LB_V_(33.39),LB_v_(0.00),LB_DP2_(0.00),LB_T_(11.35),LB_C_(0.00),cl_mt_(17.04),cl_(3.75),cl_agr_(10.89),wh_(3.75)
acc_[DP case_agr],0,7.771522534583666e-05,7.771522534583666e-05,-41.64062371026213,-41.64062371026213,mtAgree,[DP],0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP case_agr],1,0.9998990696525522,0.9998990696525522,-32.178265276313816,-32.178265276313816,xMerge,[.. [V] [DP case_agr]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,4.310909605139349e-21,4.310909605139349e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [v case] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,4.310909605139349e-21,4.310909605139349e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [DP2 case_agr] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,4.310909605139349e-21,4.310909605139349e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [T case] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,4.310909605139349e-21,4.310909605139349e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,2.321512210206189e-05,2.321512210206189e-05,-42.848871017759485,-42.848871017759485,rMerge,[DP case_agr],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],1,0.9999997793564424,0.9999997615399485,-59.629232452818044,-59.629232452818044,Label,[V [V] [DP case_agr]],0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,7.571008320515555e-10,1.8573598693644967e-08,-80.63075690399613,-77.43075690399613,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,3.600942808764689e-09,3.600942744608499e-09,-79.07130236662283,-79.07130236662283,xMerge,[.. [v case] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,3.600942808764689e-09,3.600942744608499e-09,-79.07130236662283,-79.07130236662283,xMerge,[.. [DP2 case_agr] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,3.600942808764689e-09,3.600942744608499e-09,-79.07130236662283,-79.07130236662283,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,3.600942808764689e-09,3.600942744608499e-09,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,8.859066976025312e-28,8.859066818187765e-28,-121.92017338438232,-121.92017338438232,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,8.859066976025312e-28,8.859066818187765e-28,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,2.0548268552782798e-07,2.0548268186684618e-07,-75.0271362940733,-75.0271362940733,rMerge,[.. [V] [DP case_agr]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],1,0.9999767217510631,0.9999767217510631,-58.42006420106623,-58.42006420106623,xMerge,[.. [v case] [V [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,4.311244390106582e-21,4.311244390106582e-21,-105.31310129137526,-105.31310129137526,xMerge,[.. [DP2 case_agr] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,4.311244390106582e-21,4.311244390106582e-21,-105.31310129137526,-105.31310129137526,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,4.311244390106582e-21,4.311244390106582e-21,-105.31310129137526,-105.31310129137526,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,6.132394983522575e-08,6.132394983522575e-08,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,2.3216924986975943e-05,2.3216924986975943e-05,-69.09066994251191,-69.09066994251191,rMerge,[V [V] [DP case_agr]],0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],1,1.0,1.0,-52.48359784950483,-52.48359784950483,Label,[v case [v case] [V [V] [DP case_agr]]],0,0,2,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,6.665337340868138e-24,6.665337340868138e-24,-105.84871951522842,-105.84871951522842,Label,[V [v case] [V [V] [DP case_agr]]],0,0,1,0,0,1,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,1.1387756533663734e-23,1.1387756533663734e-23,-105.31310129137526,-105.31310129137526,xMerge,[.. [DP2 case_agr] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,1.1387756533663734e-23,1.1387756533663734e-23,-105.31310129137526,-105.31310129137526,xMerge,[.. [T case] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,1.1387756533663734e-23,1.1387756533663734e-23,-105.31310129137526,-105.31310129137526,xMerge,[.. [C] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,2.801624552126866e-42,2.801624552126866e-42,-148.16197230913474,-148.16197230913474,iMerge,[.. [v case] [.. [v case] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,2.801624552126866e-42,2.801624552126866e-42,-148.16197230913474,-148.16197230913474,iMerge,[.. [V [V] [DP case_agr]] [.. [v case] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,6.983584669684051e-31,6.983584669684051e-31,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP case_agr] [.. [v case] [V [V] [DP case_agr]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,6.498261480240127e-22,6.498261480240127e-22,-101.26893521882572,-101.26893521882572,rMerge,[.. [v case] [V [V] [DP case_agr]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,6.541282301002771e-05,6.541282301002771e-05,-84.66186312581866,-84.66186312581866,xMerge,[.. [DP2 case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,2.82017231110325e-25,2.82017231110325e-25,-131.5549002161277,-131.5549002161277,xMerge,[.. [T case] [v case [v case] [V [V] [DP case_agr]]]],1,0,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,2.82017231110325e-25,2.82017231110325e-25,-131.5549002161277,-131.5549002161277,xMerge,[.. [C] [v case [v case] [V [V] [DP case_agr]]]],1,0,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,4.011466056752939e-12,4.011466056752939e-12,-101.26893521882572,-101.26893521882572,iMerge,[.. [V [V] [DP case_agr]] [v case [v case] [V [V] [DP case_agr]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],1,0.9999345856542586,0.9999345856542586,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,1.518719958151431e-09,1.518719958151431e-09,-95.33246886726431,-95.33246886726431,rMerge,[v case [v case] [V [V] [DP case_agr]]],0,1,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,0.9999999999959883,0.9999999999959883,0.0,0.0,Agree,[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,8.121551775366891e-56,1.9924221417657303e-54,-126.85024396640651,-123.65024396640652,Label,[DP case_agr [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,4.011728481330744e-12,4.011728481330744e-12,-26.241798924752416,-26.241798924752416,Label,[v case [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,4.5684587224559717e-35,4.5684587224559717e-35,-79.07130236662283,-79.07130236662283,xMerge,[.. [DP2 case_agr] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,4.5684587224559717e-35,4.5684587224559717e-35,-79.07130236662283,-79.07130236662283,xMerge,[.. [T case] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,4.5684587224559717e-35,4.5684587224559717e-35,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.1239357009762838e-53,1.1239357009762838e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP case_agr] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.808858229238433e-76,1.808858229238433e-76,-174.40377123388714,-174.40377123388714,iMerge,[.. [v case [v case] [V [V] [DP case_agr]]] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,4.50892486280908e-65,4.50892486280908e-65,-148.16197230913474,-148.16197230913474,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,2.6069260659413798e-33,2.6069260659413798e-33,-75.0271362940733,-75.0271362940733,rMerge,[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,8.121551775399472e-56,1.9924221417737234e-54,-126.85024396640651,-123.65024396640652,Label,[DP [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],1,1.0,1.0,0.0,0.0,Label,[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.568458722474299e-35,4.568458722474299e-35,-79.07130236662283,-79.07130236662283,xMerge,[.. [DP2 case_agr] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.568458722474299e-35,4.568458722474299e-35,-79.07130236662283,-79.07130236662283,xMerge,[.. [T case] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.568458722474299e-35,4.568458722474299e-35,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.1239357009807926e-53,1.1239357009807926e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.8088582292456897e-76,1.8088582292456897e-76,-174.40377123388714,-174.40377123388714,iMerge,[.. [v case [v case] [V [V] [DP case_agr]]] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.508924862827169e-65,4.508924862827169e-65,-148.16197230913474,-148.16197230913474,iMerge,[.. [V [V] [DP case_agr]] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,2.606926065951838e-33,2.606926065951838e-33,-75.0271362940733,-75.0271362940733,rMerge,[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],1,0.9999767830735894,0.9999767830735894,-32.178265276313816,-32.178265276313816,xMerge,[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.3112446544891944e-21,4.3112446544891944e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [T case] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.3112446544891944e-21,4.3112446544891944e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,2.460150512292745e-19,2.460150512292745e-19,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,9.869455878564819e-31,9.869455878564819e-31,-101.26893521882572,-101.26893521882572,iMerge,[.. [V [V] [DP case_agr]] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,2.321692641072974e-05,2.321692641072974e-05,-42.848871017759485,-42.848871017759485,rMerge,[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0.9999999999015822,0.9999999999959883,-3.2,0.0,Label,[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,9.841785010155885e-11,4.011728481330744e-12,-26.241798924752416,-26.241798924752416,Label,[v [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1.1207585155231809e-33,4.5684587224559717e-35,-79.07130236662283,-79.07130236662283,xMerge,[.. [T case] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1.1207585155231809e-33,4.5684587224559717e-35,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,2.7572986521206886e-52,1.1239357009762838e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP2 case_agr] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,2.7572986521206886e-52,1.1239357009762838e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,2.7572986521206886e-52,1.1239357009762838e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1.1061533534291814e-63,4.50892486280908e-65,-148.16197230913474,-148.16197230913474,iMerge,[.. [V [V] [DP case_agr]] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,6.395449242830069e-32,2.6069260659413798e-33,-75.0271362940733,-75.0271362940733,rMerge,[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,7.771522534583666e-05,7.771522534583666e-05,-41.64062371026213,-41.64062371026213,mtAgree,[DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0.9998990696525522,0.9998990696525522,-32.178265276313816,-32.178265276313816,xMerge,[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,4.310909605139349e-21,4.310909605139349e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,2.4599593211412973e-19,2.4599593211412973e-19,-75.0271362940733,-75.0271362940733,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,2.4599593211412973e-19,2.4599593211412973e-19,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,9.868688871577176e-31,9.868688871577176e-31,-101.26893521882572,-101.26893521882572,iMerge,[.. [V [V] [DP case_agr]] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,2.321512210206189e-05,2.321512210206189e-05,-42.848871017759485,-42.848871017759485,rMerge,[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1.0,1.0,0.0,0.0,Agree,[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.9241067706358843e-18,4.720320745308752e-17,-40.79206982909555,-37.59206982909555,Label,[T case [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,3.446588783380035e-22,8.455354340528932e-21,-49.41948706241039,-46.21948706241039,Label,[DP2 case_agr [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,4.568458722474299e-35,4.568458722474299e-35,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.1239357009807926e-53,1.1239357009807926e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [T case] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.1239357009807926e-53,1.1239357009807926e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.1239357009807926e-53,1.1239357009807926e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.1239357009807926e-53,1.1239357009807926e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
