input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,merge_cond_(56.59),exhaust_ws_(45.57),label_cons_(34.38),case_agr_(26.71),wh_agr_(14.33),foc_agr_(0.00),cl_agr_(22.05),case_(64.68),wh_(5.27),foc_(0.00),cl_(5.27),case_mt_(44.24),wh_mt_(36.69),foc_mt_(0.00),cl_mt_(23.79),LB_DP_(100.00),LB_V_(34.93),LB_v_(1.41),LB_T_(31.41),LB_C_(17.35),LB_DP2_(0.00)
"wolofMatrix_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,7.057123161677015e-06,5.214313144297298e-05,-75.30674965833401,-65.30674965833401,mtAgree,"[DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,0.9999791545599956,0.9999341372960926,-63.4452974303062,-55.4452974303062,xMerge,"[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,2.658556724233727e-25,2.6584370407892164e-25,-120.03212051883344,-112.03212051883344,xMerge,"[.. [C wh_agr,cl_agr] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,3.318573549372838e-14,6.077905846888362e-16,-94.48193284976817,-90.48193284976817,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,6.814954909820818e-08,2.2860597641513967e-11,-79.94683787978857,-79.94683787978857,iMerge,"[.. [DP wh,cl] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,8.367309578472903e-26,1.5324572155207002e-27,-121.18815660592813,-117.18815660592813,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,1.3720167260369374e-05,1.371954960310368e-05,-74.64192032940075,-66.64192032940075,rMerge,"[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,1.0,1.0,-29.070189939959192,-21.070189939959192,Agree,"[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.81606256629988e-32,1.5375180649756207e-30,-101.71757325957341,-89.71757325957341,Label,"[T case [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.4878700211251874e-30,8.123495064321048e-29,-97.75039714857938,-85.75039714857938,Label,"[DP2 case_agr [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,3.131377929946453e-40,3.1313779299464526e-40,-120.03212051883344,-112.03212051883344,xMerge,"[.. [C wh_agr,cl_agr] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,5.060395343262908e-60,5.060395343262909e-60,-165.603850908275,-157.603850908275,iMerge,"[.. [T case] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,5.060395343262908e-60,5.060395343262909e-60,-165.603850908275,-157.603850908275,iMerge,"[.. [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.0391924595651006e-53,1.903347382528988e-55,-151.0687559382954,-147.0687559382954,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.1340644253312567e-47,7.158988602348871e-51,-136.53366096831581,-136.53366096831581,iMerge,"[.. [DP wh,cl] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.620175473416667e-65,4.7990187796217803e-67,-177.77497969445534,-173.77497969445534,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.9033973625497512e-35,1.9033973625497512e-35,-109.01702781974777,-101.01702781974777,rMerge,"[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,0.9999999998667821,0.9999999998667838,-75.01134950341346,-63.011349503413456,Label,"[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.3321621309472742e-10,1.3321621309472762e-10,-97.75039714857938,-85.75039714857938,Label,"[DP2 [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.803674404840869e-20,5.135108796065216e-22,-120.03212051883344,-112.03212051883344,xMerge,"[.. [C wh_agr,cl_agr] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,4.530817173679432e-40,8.298481122398782e-42,-165.603850908275,-157.603850908275,iMerge,"[.. [T case] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,4.530817173679432e-40,8.298481122398782e-42,-165.603850908275,-157.603850908275,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,9.304393675138805e-34,3.1212763533015784e-37,-151.0687559382954,-147.0687559382954,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.9107312951155006e-27,1.1739938827339488e-32,-136.53366096831581,-136.53366096831581,iMerge,"[.. [DP wh,cl] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.3459700730329075e-45,7.869852856802681e-49,-177.77497969445534,-173.77497969445534,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.704203895859229e-15,3.121358314933164e-17,-109.01702781974777,-101.01702781974777,rMerge,"[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,0.8772181993168506,0.9999854198327942,-77.98039240028581,-65.9803924002858,xMerge,"[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.91117379798016e-14,6.078217557848152e-16,-109.01702781974777,-101.01702781974777,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,5.978327095277424e-08,2.2861770068170733e-11,-94.48193284976817,-90.48193284976817,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0.12276970506853874,8.598911205062932e-07,-79.94683787978857,-79.94683787978857,iMerge,"[.. [DP wh,cl] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.5073498544883058e-19,5.764269039883158e-23,-121.18815660592813,-117.18815660592813,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.2035831310666886e-05,1.3720253222752026e-05,-89.17701529938034,-77.17701529938034,rMerge,"[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0.9999999999999981,1.0,-77.49024438841224,-59.49024438841223,Label,"[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.8923593703445014e-15,4.690689908276387e-18,-111.39119638868739,-99.39119638868739,Label,"[T [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,0,0,1,0,1,0,3,0,3,0,0,0,0,0,0,0,1,0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.6316938673196954e-45,6.523316901938168e-48,-180.1389458782546,-168.1389458782546,iMerge,"[.. [C wh_agr,cl_agr] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.6316938673196954e-45,6.523316901938168e-48,-180.1389458782546,-168.1389458782546,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,5.404392813781352e-39,2.4535905415454998e-43,-165.603850908275,-157.603850908275,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.1098350780214155e-32,9.228597408433511e-39,-151.0687559382954,-147.0687559382954,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.2791346647967758e-26,3.471117478032712e-34,-136.53366096831581,-136.53366096831581,iMerge,"[.. [DP wh,cl] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.79829075375139e-44,2.326859126146239e-50,-177.77497969445534,-173.77497969445534,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,9.898750643590608e-21,2.453654970407726e-23,-123.55212278972735,-111.55212278972736,rMerge,"[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.9496311482535637e-19,1.430414236157586e-10,-122.61427403162905,-102.61427403162905,mtAgree,"[C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,0,0,0,0,0,0,4,0,4,0,1,0,1,0,0,0,0,0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.1546893767741992e-19,1.8784663860546702e-14,-123.55212278972735,-111.55212278972736,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.3712465372516196e-13,7.065404650302313e-10,-109.01702781974777,-101.01702781974777,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,4.869543492411832e-07,2.657483958356054e-05,-94.48193284976817,-90.48193284976817,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0.9999995129976746,0.999549401408677,-79.94683787978857,-79.94683787978857,iMerge,"[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.2277858935670754e-18,6.700466525321693e-17,-121.18815660592813,-117.18815660592813,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,4.7738979255431124e-11,0.0004240229021387957,-103.71211026935995,-87.71211026935995,rMerge,"[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,0.999999999999998,0.9999999999992242,0.0,0.0,Agree,"[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,5.901807703271967e-60,5.901807703267401e-60,-136.37984688527393,-136.37984688527393,Label,"[DP wh,cl [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.9228662596751284e-15,7.757396151880252e-13,-33.88495947847344,-27.88495947847344,Label,"[C wh_agr,cl_agr [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
