input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,merge_cond_(27.54),exhaust_ws_(47.81),label_cons_(34.17),case_agr_(27.94),wh_agr_(11.27),foc_agr_(0.00),cl_agr_(17.34),case_(59.53),wh_(5.40),foc_(0.00),cl_(5.40),case_mt_(43.90),wh_mt_(34.87),foc_mt_(0.00),cl_mt_(24.45),LB_DP_(100.00),LB_V_(35.79),LB_v_(0.34),LB_T_(23.44),LB_C_(13.68),LB_DP2_(0.00)
"eweMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.1972625321923973e-08,4.1496058030002795e-12,-96.78001326760449,-92.78001326760449,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0.03210864475320845,2.0382689947578565e-07,-81.9780002294688,-81.9780002294688,iMerge,"[.. [DP wh,cl] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,8.81779614156408e-21,3.0561699756614273e-24,-124.71688523596964,-120.71688523596964,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.146609393175432e-06,1.1846465695024317e-06,-92.2180715756262,-80.2180715756262,rMerge,"[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0.9999999999413157,0.9999999999989252,-72.88946239596807,-56.88946239596806,Label,"[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,0.0
"eweMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,5.86841779775817e-11,1.0748382123815064e-12,-96.44831336175241,-84.44831336175241,Label,"[T [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,0,0,1,0,1,0,3,0,3,0,0,0,0,0,0,0,1,0,0.0
"eweMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,7.044914968752466e-48,1.2903211857694078e-49,-181.46124078407573,-169.46124078407573,iMerge,"[.. [C wh_agr,cl_agr] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",2,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,6.423002450012587e-36,1.176413934626619e-37,-153.9226400639758,-141.9226400639758,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.7225453763995625e-29,5.778495986816042e-33,-139.1206270258401,-131.1206270258401,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,4.619588108283617e-23,2.838373032383927e-28,-124.31861398770441,-120.31861398770441,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.2388988169821792e-16,1.3941969483660388e-23,-109.51660094956873,-109.51660094956873,iMerge,"[.. [DP wh,cl] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,3.4023102787863086e-35,2.0904516845978533e-40,-152.25548595606955,-148.25548595606955,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,5.855991258354854e-24,1.0725622122978977e-25,-126.38403934387586,-114.38403934387586,rMerge,"[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.4388463357986427e-18,1.1830797260469413e-09,-122.53300641617325,-102.53300641617325,mtAgree,"[C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,0,0,0,0,0,0,4,0,4,0,1,0,1,0,0,0,0,0,0.0
"eweMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,5.1844428026599826e-20,8.436762172014665e-15,-126.38403934387586,-114.38403934387586,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.3903837104892147e-13,4.1441022515753126e-10,-111.58202630574017,-103.58202630574017,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,3.728784241581189e-07,2.0355656733429758e-05,-96.78001326760449,-92.78001326760449,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0.9999996271081212,0.9998613352064727,-81.9780002294688,-81.9780002294688,iMerge,"[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.746236386261177e-19,1.4991869082744824e-17,-124.71688523596964,-120.71688523596964,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.3315601045709767e-11,0.00011830753929557287,-107.0200846137619,-91.0200846137619,rMerge,"[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,0.9999999999995737,0.99999999997672,0.0,0.0,Agree,"[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.4016031054525951e-56,1.4016031054205632e-56,-128.60714855082034,-128.60714855082034,Label,"[DP wh,cl [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,4.26389442678882e-13,2.3280074763398318e-11,-28.483423281561006,-24.483423281561006,Label,"[C wh_agr,cl_agr [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.738700435146689e-48,2.738700435084099e-48,-109.51660094956873,-109.51660094956873,iMerge,"[.. [DP wh,cl] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,5.294368875702517e-74,4.704634696475439e-67,-168.72465310211146,-152.72465310211146,iMerge,"[.. [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.4198641054195752e-67,2.3108968631561233e-62,-153.9226400639758,-141.9226400639758,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,3.807845892852489e-61,1.1351028627463257e-57,-139.1206270258401,-131.1206270258401,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.0212026832968392e-54,5.575577731561608e-53,-124.31861398770441,-120.31861398770441,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,7.521121590634425e-67,4.106393250135942e-65,-152.25548595606955,-148.25548595606955,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.496932849128835e-36,2.496932849071771e-36,-81.9780002294688,-81.9780002294688,rMerge,"[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,8.72459682080092e-32,1.597965648195879e-33,-100.0,-100.0,Label,"[DP [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1.0,1.0,-28.483423281561006,-24.483423281561006,Label,"[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
"eweMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,6.423002450389539e-36,1.1764139346278958e-37,-109.51660094956873,-109.51660094956873,iMerge,"[.. [DP wh,cl] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.2416744754371786e-61,2.0208847026007912e-56,-168.72465310211146,-152.72465310211146,iMerge,"[.. [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,3.3299701242577166e-55,9.926501038516377e-52,-153.9226400639758,-141.9226400639758,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,8.930441309542963e-49,4.875855744806158e-47,-139.1206270258401,-131.1206270258401,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.3949999251410096e-42,2.3949999251410096e-42,-124.31861398770441,-120.31861398770441,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.7639089615777974e-54,1.7639089615777974e-54,-152.25548595606955,-148.25548595606955,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,5.8559912586984456e-24,1.0725622122990468e-25,-81.9780002294688,-81.9780002294688,rMerge,"[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,3.893510149994038e-09,7.131212618948112e-11,-81.9780002294688,-81.9780002294688,iMerge,"[.. [DP wh,cl] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.018568820129938e-28,6.01726886975893e-25,-126.38403934387586,-114.38403934387586,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,5.413475107817033e-22,2.955657272669968e-20,-111.58202630574017,-103.58202630574017,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.4518064705402607e-15,1.4518064760893525e-15,-96.78001326760449,-92.78001326760449,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.069250323133846e-27,1.0692503272207325e-27,-124.71688523596964,-120.71688523596964,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
